D-6.1-018	acceptance_criteria	Phase 6.1	§4.7.2 AC #4 line 8057; §25.3.13 AC #4 line 20471; §25.4 AC #4 line 20598
D-6.1-020	mobile_divergence	Phase 6.1	§25.2.3 lines 19756–19773; §25.3.8 line 20038 (reversal banner copy); §38 Mobile
D-V6-003	acceptance_criteria	Phase V6	§34.16.1 line 29917; §34.16.8 AC #2
D-V6-007	acceptance_criteria	Phase V6	§34.16.1 auction mechanic; §27.11.2 monthly allotment tracker (line 24472)
D-PT-004	documentation_gap	Phase PT	§34.2.5 Buyer + Seller mid-eval / mid-bid subscription conversion rows (Master S
D-PT-005	documentation_gap	Phase PT	§34.2.5 Solo per-eval / per-bid charge orchestration (Master Spec lines 28790–28
D-PT-006	documentation_gap	Phase PT	§34.1.1 Buyer Plan Tiers (Master Spec line 28644+) — no canonical "Integrations"
D-PT-007	documentation_gap	Phase PT	§34.1.1 Buyer Plan Tiers (Master Spec line 28644+) — no row for "Audit Export AP
D-PT-008	documentation_gap	Phase PT	§34.1.2 Seller Plan Tiers (Master Spec line 28691+) — no row for "Audit Export A
D-PT-009	documentation_gap	Phase PT	§34.2.5 Cross-cutting orchestration rules (Master Spec lines 28828–28837); §34.1
D-CONS-014	documentation_gap	Phase CONS	Appendix L preamble (Master Spec line 179); Appendix L body (lines 47681–47957);
D-CONS-015	acceptance_criteria	Phase CONS	§34.10.4 Wallet State Machine policy summary (Master Spec line 29403); §4.8.3 AI
D-CONS-016	acceptance_criteria	Phase CONS	§34.11.4 Outcome Resolver Acceptance Criteria (Master Spec lines 29516–29521); §
D-CONS-017	acceptance_criteria	Phase CONS	§34.5 Plan Upgrade / Downgrade (Master Spec lines 28955–29000); §34.10.6 Wallet 
D-CONS-018	acceptance_criteria	Phase CONS	§34.2.5 Solo per-eval / per-bid 7-day refund window (Master Spec lines 28800–288
D-CONS-019	observability	Phase CONS	§34.11 Outcome Resolver preamble (Master Spec line 29456); §34.11.4 Acceptance C
D-EM-012	acceptance_criteria	Phase EM	§34.8.5 plan-tier columns (Buyer plan minimum, Seller plan minimum); Appendix J 
D-EM-015	acceptance_criteria	Phase EM	§34.8.7 acceptance criterion #6 line 29296; §34.8.5 line 29280 (Phase 13 inline 
D-EM-016	documentation_gap	Phase EM	§34.8.5 (`scenario_modeling` row line 29198); §34.1.1 cell **AI Budget**; §44.6 
D-EM-017	entitlement	Phase EM	§34.8.5 (Seller Free-Forever block lines 29213–29215)
D-EM-019	surface_engine_mapping	Phase EM	§44.6.1 Surface Hide List lines 32107–32116; §34.8.5; §5.11
D-EM-021	entitlement	Phase 4.3	§21.4.1.E (first_pass_rfp_draft); §21.4.2 row 3 (first_pass_responses); §22.10.1
D-V7-005	documentation_gap	Phase 7 V7	§34.19.4 honest-portability microcopy elements; §44.6.1 surface hide list; §44.6
D-V7-007	data_model	Phase 7 V7	§34.12.5; §4.8.8 CommittedSpendContract entity
D-V7-008	rbac	Phase 7 V7	§4.8.3 AIWallet entity; §34.10 (silent on read scope); §34.12.4 Dual-Console Fir
D-V7-010	acceptance_criteria	Phase 7 V7	§34.12.5 Enterprise Collapse; §34.12.7 `billing_admin` actions ("Approve a Commi
D-V8.3-010	notification	Phase 8	Appendix C (no template-id binding) vs §41.2
D-V8.3-011	observability	Phase 8	Appendix C subsections (no plan-tier column)
D-V8.3-012	documentation_gap	Phase 8	Appendix C subsections (no i18n hook)
D-V8.3-014	observability	Phase 8	Appendix C subsections (per-row dedup window inconsistent)
D-V8.3-015	documentation_gap	Phase 8	§41.3 lines 31887–31894
D-V8.3-019	observability	Phase 8	Appendix C M1–M8 subsection (lines 41961–42003); §48.5 per-mechanic Webhook tabl
D-V8.3-021	dsar	Phase 8	Appendix C (no DSAR cascade per row); §6.8 / §40.2
D-V8.3-022	mobile_divergence	Phase 8	Appendix C row schema (no push channel)
D-V8.3-025	observability	Phase 8	Appendix C subsections (no `bypasses_dnd` column)
D-V8.3-027	consistency_drift	Phase 8	Appendix C `disqualification.notification_failed` (line 41944) — only Loops.so f
D-9.1-003	instrumentation_gap	Phase 9.1	§13.11 Defense View surface
D-9.1-009	enum	Phase 9.1	Bare `plan_tier` property (KB Value Capture, Internal-Comment, §49.1 blocks)
D-9.1-011	instrumentation_gap	Phase 9.1	Hero Moment seller-side bootstrap
D-9.1-013	instrumentation_gap	Phase 9.1	§34.16.4 Featured Placement
D-9.1-014	instrumentation_gap	Phase 9.1	§10 Pipeline / §17 Workspace Analytics
D-9.1-017	observability	Phase 9.1	Standard Events (lines 42423–42440) and Advanced Feature Events (lines 42446–424
D-9.1-018	observability	Phase 9.1	Cohort assignment rules across Appendix G blocks
D-9.1-021	privacy	Phase 9.1	§31.8 AC #16 / §34.16.7 webhook→PostHog mirror contract
D-9.1R-023	residency / retention	Phase 9.1	§40.2 (lines 31907–31946)
D-9.2-004	dsar	Phase 9.2	§6.8.5 AC #3 salt rotation (line 10375); §6.8.5 row #3 AIOperation content-hash 
D-9.2-012	dsar	Phase 9.2	§6.8.6.2 line 10456 appeal path
D-44-002	performance_budget	Phase 44	§44.1 Performance Targets (lines 32703–32722)
D-44-004	performance_budget	Phase 44	§44.4 Load Testing (lines 32755–32760) vs §44.1 API Response Latency row
D-44-009	acceptance_criteria	Phase 44	§44.6.8 AC #1 `solo_surface_hides_wallet` (line 32904)
D-44-010	acceptance_criteria	Phase 44	§44.6.7 Edge Cases & Failure Modes (lines 32884–32900)
D-44-011	posthog_event	Phase 44	§44.6.5 Telemetry Event Table (lines 32867–32872)
D-44-014	mobile_divergence	Phase 44	§44 (entire section)
D-44-015	webhook	Phase 44	§44.6.5 Telemetry Event Table (lines 32867–32874)
D-44-018	acceptance_criteria	Phase 44	§44.6.3 First-Pass RFP Exemption (line 32826)
D-44-019	data_model	Phase 44	§44.6.4 #5 (line 32838) + §4.8.1 AIOperation `effective_charge_cents` semantics
D-44-020	authored_extension	Phase 44	§44.6.3 + §44.6.4 #5 + §44.6.4.1 + §44.6.5 prose
D-42-022	consistency_drift	Phase 42	§42.6.0 cross-citations to §50.4 + §50.14 (line 32561)
D-42-023	observability	Phase 42	§42 meta-observability (PagerDuty / Datadog / Statuspage / Sentry / Slack outage
D-42-024	observability	Phase 42	§42.2 webhook delivery alarm (line 32372)
D-42-025	observability	Phase 42	§42.6.0 detector hysteresis (line 32547, 32563)
D-42-026	acceptance_criteria	Phase 42	§42.7 AC #4 "Alert false positive rate < 5% per month" (line 32611)
D-42-027	mobile_divergence	Phase 42	§42 mobile vs desktop divergence
D-42-028	observability	Phase 42	§42.6 Sentry row (line 32538)
D-42-029	posthog_event	Phase 42	§42 PostHog event registration (Appendix G)
D-43-019	mobile_divergence	Phase 43	§43 (entire section)
D-50-011	observability	Phase 50	§50.4.1 ¶3 line 38911 vs §4.6.1 schema
D-50-016	rbac	Phase 50	§50.3.2 legend line 38790 vs §50.16.5 line 41212
D-50-023	consistency_drift	Phase 50	§50.2.2 #3 line 38715 vs §50.4.1 AC #2 line 38918
D-50-026	webhook	Phase 50	§50.16.6 line 41222 references customer-facing `billing.organization.suspended` 
D-50-033	consistency_drift	Phase 50	§50.9 item #16 line 39199 — "new" roles already exist
D-50-035	observability	Phase 50	§50.4.5 customer-notification per-channel partial-success accounting
D-50-037	accessibility	Phase 50	§50 entire section — no a11y contract for Ops Console surfaces
D-50-040	numerical_singleton	Phase 50	§50.4.6 #3 line 38996 (50,000 hard cap) vs §4.6.3 line 7274 + §4.6.4 (100,000 ha
D-12V-007	acceptance_criteria	Phase V12	§42.3 step 4 (line 32420) + §42.4.1 customer-visible banner (line 32461)
D-12V-009	consistency_drift	Phase V12	§50.6.4 ¶3 (line 39134)
D-12V-010	documentation_gap	Phase V12	§46.5 (line 33110) ↔ §42 + §43 + §46 cohort
D-48.3-003	consistency_drift	Phase 48.3	§48.3.2 effect #5 rows (lines 34691–34692).
D-48.3-004	acceptance_criteria	Phase 48.3	§48.3.4 AC #1 line 34712.
D-48.3-006	network_effect_gap	Phase 48.3	§48.3.5 S3 row signal column (line 34733).
D-48.3-007	network_effect_gap	Phase 48.3	§48.3.5 S6 row signal column (line 34736).
D-48.3-011	authored_extension	Phase 48.3	§48.3.5 inline AE flags at line 34739 (Gartner / G2 baseline refresh cadence) an
D-48.3-013	network_effect_gap	Phase 48.3	§48.3 (lines 34664–34755); negative-direction signal coverage absent.
D-48.3-014	network_effect_gap	Phase 48.3	§48.3.2 + §48.3.5 signal definitions (multiple rows).
D-51-014	enum	Phase 51	Appendix G §51 additions line 44820 (`usage_dashboard_viewer_role_kind`); §51.3.
D-51-015	performance_budget	Phase 51	§51.3.7 AC-1 line 42799; §51.4.6 AC-1 line 42861; §51.5.6 AC-11 line 42931; §44.
D-51-016	numerical_singleton	Phase 51	§51.3.7 AC-6 line 42804; §51.4.6 AC-8 line 42868; §51.5.6 AC-8 line 42928; §39 O
D-51-017	numerical_singleton	Phase 51	§51.1.6 AC-5 line 42518; §51.1.6 AC-6 line 42519.
D-51-018	posthog_event	Phase 51	§51.2.5 line 42624; §51.2.6 AC-7 line 42637.
D-51-019	authored_extension	Phase 51	§51.3.7 AC-8 line 42806; §51.4.2 line 42826; §51.4.6 AC-2 line 42862; §51.8.1 AC
D-51-020	consistency_drift	Phase 51	§51.1.5 line 42505.
D-51-021	observability	Phase 51	§51.1 (entire); Appendix G §51 additions lines 44810–44846; §42 Observability fr
D-51-022	edge_case	Phase 51	§51.6.5 Failure-Mode Mitigations (lines 42985–42995); §51.8.3 Counterfactual Pas
D-51-023	mobile_divergence	Phase 51	§51.3.1 line 42659; §51.4 / §51.5 / §51.6 (entire).
D-HM-010	acceptance_criteria	Phase HM	§22.18.6.1 / §22.18.6.2 / §22.18.6.3 (lines 19297–19453); §48.8.6 CM1/CM2/CM3 li
D-HM-011	plan_gating	Phase HM	§22.20 Plan-tier scope line 19538; §34.13 Buyer-Funded Pro Trial Seat
D-HM-014	consistency_drift	Phase HM	§46 Test Strategy line 33633; §16 Evaluation Pulse + Pulse Health Score + Pulse 
D-HM-015	acceptance_criteria	Phase HM	§49.1.5 AC #19 line 39006; §48.8.10 AC #30 cohort enum
D-13V-003	documentation_gap	Phase 13V	`_audit/PHASE48_FINDINGS.md` + `PHASE_HM_FINDINGS.md` scope vs `Sourcera_Master_
D-13V-020	acceptance_criteria	Phase 13V	`Sourcera_Master_Spec.md` §48.2.2 + §41.2
D-13V-021	acceptance_criteria	Phase 13V	`Sourcera_Master_Spec.md` §48.2.2 control #4 (line 34184)
D-14.1-004	consistency_drift	Phase 14.1	§34.18.5 (Monthly Finance Scorecard, Master Spec lines 30782–30794) vs BPS v3 §1
D-14.1-005	consistency_drift	Phase 14.1	§34.18.5 (Monthly Finance Scorecard) vs BPS v3 §11 line 382
D-14.1-006	consistency_drift	Phase 14.1	§34.18.5 (Monthly Finance Scorecard) and §51 (PLG Instrumentation) vs BPS v3 §11
D-14.1-007	consistency_drift	Phase 14.1	§13.11 (Defense View, Master Spec lines 13690–13899) and §34.5.1 (Plan Upgrade C
D-14.1-008	consistency_drift	Phase 14.1	§44.6.4 (Solo Throttling Behavior, Master Spec lines 33469–33503) vs BPS v3 §12 
D-14.1-009	consistency_drift	Phase 14.1	§44.6.1 (Surface Hide List, Master Spec lines 33420–33437) and §16 (Pulse) and §
D-14.2-006	consistency_drift	Phase 14.2	§48.1.6 (Seller Activation Metric & Leading Indicators, Master Spec lines 34126–
D-14.2-007	consistency_drift	Phase 14.2	§34.13.4 (Pro Trial Seat Trial Completion Day 31, Master Spec lines 30220–30228)
D-14.2-008	consistency_drift	Phase 14.2	§44.6.1 (Solo Surface Hide List) + §22.20 (Seller Maya Surface Abstraction, line
D-14.2-009	consistency_drift	Phase 14.2	§34.6 (Downgrade Excess Data Handling, Master Spec lines 29448–29525) + §22 (KB)
D-14.2-010	consistency_drift	Phase 14.2	§49.1.7 (Stage 7 Post-Submission Debrief, Master Spec lines 39441–39497) + §48.7
D-14.1-011	consistency_drift	Phase 14.1 (re-verification)	§34.2.5 (Solo-Tier Per-Evaluation / Per-Bid Charge Orchestration, Master Spec li
D-14.2-012	consistency_drift	Phase 14.2 (re-verification)	§34.2.5 (Solo-Tier Per-Evaluation / Per-Bid Charge Orchestration, Master Spec li
D-KB18-013	authored_extension	Phase KB18	§22.10.6 `agent_sourcera_ghost_bid_ingestion` tool allowlist (Master Spec line 1
D-AE-012	authored_extension	Phase AE	CLAUDE.md §16 "AE ledger v7.1.0 ratification queue" block
D-V14-001	documentation_gap	Phase V14	`_audit/` directory (presence of `PHASE14.1_FINDINGS.md`, `PHASE14.2_FINDINGS.md
D-V14-003	documentation_gap	Phase V14	`_integration/AUTHORED_EXTENSIONS_LEDGER.md` AE-14.18.1-01 row (catalog complete
D-V14-005	consistency_drift	Phase V14	`Sourcera_Master_Spec.md` §4.8.3 AIWallet entity field table — `monthly_included
D-V14-006	numerical_singleton	Phase V14	`Sourcera_Master_Spec.md` §4.8.3 line 8402 (AIWallet `auto_topup_max_monthly_val
D-NOM-017	consistency_drift	Phase 4.5	§46.4.1 line 34595 (`first_pass_rfp_response_generator` golden-dataset key); §44
D-5.5-004	acceptance_criteria	Phase 5.5	§24.1 line 19559
