id,file,line,section,severity,source_phase,runtime_status,owning_pack,missing_evidence,message
seller_maya_match_score_three_label_compression,Sourcera_Master_Spec.md,66878,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,14.8 [V11],spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
solo_charge_kind_registered,Sourcera_Master_Spec.md,66881,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,14.9,spec_binding_pending_pack_m24_3,m24_3,".github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators.","Runtime status is still spec_binding_pending_pack_m24_3; required artifact evidence not promoted. Checked: .github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators."
solo_dual_console_independent_invoicing,Sourcera_Master_Spec.md,66882,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,14.9,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
solo_plan_change_console_isolation,Sourcera_Master_Spec.md,66883,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,14.9,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
aiwallet_response_excludes_solo_envelope,Sourcera_Master_Spec.md,66884,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,14.9,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
solo_subscription_blocks_per_charge,Sourcera_Master_Spec.md,66885,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,14.9,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
solo_engine_metering_parity,Sourcera_Master_Spec.md,66888,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,14.10 [V11],spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
solo_telemetry_no_customer_routing,Sourcera_Master_Spec.md,66889,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,14.10 [V11],spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
solo_throttling_class_change_takes_effect_at_next_envelope_rollover,Sourcera_Master_Spec.md,66892,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,14.10,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
solo_envelope_per_console_isolation,Sourcera_Master_Spec.md,66893,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,14.10,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
solo_envelope_throttling_targets_low_priority_background_only,Sourcera_Master_Spec.md,66895,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,14.10,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
console_isolation_violation_no_data_path_use,Sourcera_Master_Spec.md,66906,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V8.4,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
vendor_opt_out_capability_layer_enforcement,Sourcera_Master_Spec.md,66907,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V8.4,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
audit_event_hash_chain_full_corpus_coverage,Sourcera_Master_Spec.md,66943,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,3V,spec_binding_pending_pack_m21_3,m21_3,".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics.","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
audit_event_break_glass_integrity_scan_triggered,Sourcera_Master_Spec.md,66944,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,3V,spec_binding_pending_pack_m21_3,m21_3,".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics.","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
auth_audit_event_emission_completeness,Sourcera_Master_Spec.md,66945,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,3V,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
dsar_cascade_residency_partition_isolation,Sourcera_Master_Spec.md,66946,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,3V,spec_binding_pending_pack_m02_3,m02_3,tools/spec-lint/gates/dsar_cascade_residency_partition_isolation.ts.,Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. Checked: tools/spec-lint/gates/dsar_cascade_residency_partition_isolation.ts.
dsar_manifestly_unfounded_rejection_audit_emission,Sourcera_Master_Spec.md,66953,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,3V,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
cross_org_guest_sso_bypass_blocked,Sourcera_Master_Spec.md,66954,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,3V,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
workos_raw_attributes_not_consumed,Sourcera_Master_Spec.md,66963,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,3V+ (WorkOS integration),spec_binding_pending_pack_m02_3,m02_3,tools/spec-lint/gates/workos_raw_attributes_not_consumed.ts.,Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. Checked: tools/spec-lint/gates/workos_raw_attributes_not_consumed.ts.
workos_predefined_attributes_consumed,Sourcera_Master_Spec.md,66964,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,3V+,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
workos_groups_api_membership_consistency,Sourcera_Master_Spec.md,66965,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,3V+,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
workos_directory_group_role_assignment_precedence,Sourcera_Master_Spec.md,66966,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,3V+,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
dsar_cascade_aggregate_recompute_synchronous,Sourcera_Master_Spec.md,66973,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
dsar_cascade_aggregate_recompute_suppression_completeness,Sourcera_Master_Spec.md,66974,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
dsar_cascade_aggregate_recompute_backstop_drift,Sourcera_Master_Spec.md,66975,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m21_3,m21_3,".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics.","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
dsar_cascade_bridge_payload_body_pii_sweep_completeness,Sourcera_Master_Spec.md,66976,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
dsar_cascade_bridge_redaction_hash_recompute,Sourcera_Master_Spec.md,66977,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
bridge_payload_body_pii_sweep_buyer_seller_parity,Sourcera_Master_Spec.md,66979,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
dsar_cascade_partial_failure_pagerduty_sla,Sourcera_Master_Spec.md,66980,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
dsar_cascade_partial_failure_resume_sla_24h,Sourcera_Master_Spec.md,66981,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
dsar_cascade_statutory_ceiling_auto_escalation,Sourcera_Master_Spec.md,66982,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
dsar_cascade_pseudonym_epoch_consistency,Sourcera_Master_Spec.md,66984,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
dr_failover_residency_bound,Sourcera_Master_Spec.md,66985,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m21_3,m21_3,".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics.","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
dns_failover_target_residency_match,Sourcera_Master_Spec.md,66986,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m21_3,m21_3,".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics.","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
dr_failover_no_cross_residency,Sourcera_Master_Spec.md,66987,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m21_3,m21_3,".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics.","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
dr_restore_test_residency_partition,Sourcera_Master_Spec.md,66988,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m21_3,m21_3,".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics.","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
dr_game_day_overdue,Sourcera_Master_Spec.md,66989,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m21_3,m21_3,".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics.","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
backup_residency_partition_isolation,Sourcera_Master_Spec.md,66990,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m21_3,m21_3,".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics.","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
s3_replication_policy_residency_bound,Sourcera_Master_Spec.md,66991,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9 [V11],spec_binding_pending_pack_m21_3,m21_3,".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics.","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
s3_cross_region_replica_dpa_approval_required,Sourcera_Master_Spec.md,66992,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m21_3,m21_3,".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics.","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
backup_dsar_repseudonymization_completeness,Sourcera_Master_Spec.md,66993,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m21_3,m21_3,".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics.","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
dsar_excluded_snapshot_restore_blocked,Sourcera_Master_Spec.md,66994,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m21_3,m21_3,".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics.","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
snapshot_catalog_residency_partition,Sourcera_Master_Spec.md,66995,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m21_3,m21_3,".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics.","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
attachment_dsar_72h_binary_detach_sla,Sourcera_Master_Spec.md,66996,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V9,spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
cost_base_recalc_notice_window_trajectory_gate,Sourcera_Master_Spec.md,67005,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V11 (D-11.3-002 remediation),spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
kb_bootstrap_per_org_concurrency_lock_active,Sourcera_Master_Spec.md,67008,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V11 (D-11.3-002 remediation; v7.1.1 stamp gate),spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
bid_disqualification_cascade_active,Sourcera_Master_Spec.md,67009,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V11 (D-11.3-002 remediation; v7.1.1 stamp gate),spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
wallet_read_role_gate_scope,Sourcera_Master_Spec.md,67010,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V11 (D-11.3-002 remediation),spec_binding_pending_pack_m11_3,m11_3,".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration.","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
committed_spend_single_pool_invariant,Sourcera_Master_Spec.md,67011,M.5.4 Catalog index {#m-5-4-catalog-index},blocker,V11 (D-11.3-002 remediation),spec_binding_pending_pack_m24_3,m24_3,".github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators.","Runtime status is still spec_binding_pending_pack_m24_3; required artifact evidence not promoted. Checked: .github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators."
