"gate_id","line","table","row_class","runtime_status","owning_pack","checked_artifact","message"
"dsar_cascade_bridge_payload_body_pii_sweep_completeness","66928","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"dsar_cascade_bridge_redaction_hash_recompute","66929","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"bridge_payload_body_pii_sweep_buyer_seller_parity","66931","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"dsar_cascade_partial_failure_pagerduty_sla","66932","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"dsar_cascade_partial_failure_resume_sla_24h","66933","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"dsar_cascade_statutory_ceiling_auto_escalation","66934","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"dsar_cascade_pseudonym_epoch_consistency","66936","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"dr_failover_residency_bound","66937","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"dns_failover_target_residency_match","66938","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"dr_failover_no_cross_residency","66939","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"dr_restore_test_residency_partition","66940","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"dr_game_day_overdue","66941","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"backup_residency_partition_isolation","66942","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"s3_replication_policy_residency_bound","66943","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"s3_cross_region_replica_dpa_approval_required","66944","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"backup_dsar_repseudonymization_completeness","66945","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"dsar_excluded_snapshot_restore_blocked","66946","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"snapshot_catalog_residency_partition","66947","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"attachment_dsar_72h_binary_detach_sla","66948","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"cost_base_recalc_notice_window_trajectory_gate","66957","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"kb_bootstrap_per_org_concurrency_lock_active","66960","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"bid_disqualification_cascade_active","66961","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"wallet_read_role_gate_scope","66962","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"committed_spend_single_pool_invariant","66963","","","spec_binding_pending_pack_m24_3","m24_3",".github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators","Runtime status is still spec_binding_pending_pack_m24_3; required artifact evidence not promoted. Checked: .github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators."
"committed_spend_single_auto_renew_invariant","66964","","","spec_binding_pending_pack_m24_3","m24_3",".github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators","Runtime status is still spec_binding_pending_pack_m24_3; required artifact evidence not promoted. Checked: .github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators."
"committed_spend_console_scope_consistency","66965","","","spec_binding_pending_pack_m24_3","m24_3",".github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators","Runtime status is still spec_binding_pending_pack_m24_3; required artifact evidence not promoted. Checked: .github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators."
"accessibility_settings_preference_contract","66977","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"no_hardcoded_directional_css","66980","","","spec_binding_pending_pack_m02_3","m02_3","tools/spec-lint/gates/no_hardcoded_directional_css.ts","Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. Checked: tools/spec-lint/gates/no_hardcoded_directional_css.ts."
"rtl_directionality_runtime_contract","66981","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"locale_resolution_engine_contract","66982","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"workspace_pulse_health_persistence_contract","66987","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"seller_pulse_surface_engine_mapping","66991","","","spec_binding_pending_pack_m11_3","m11_3",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"firecrawl_outage_progress_line_substitution","67144","","","spec_binding_pending_pack_m02_3","m02_3","tools/spec-lint/gates/firecrawl_outage_progress_line_substitution.ts","Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. Checked: tools/spec-lint/gates/firecrawl_outage_progress_line_substitution.ts."
"kb_bootstrap_allowance_compensation_completeness","67145","","","spec_binding_pending_pack_m02_3","m02_3","tools/spec-lint/gates/kb_bootstrap_allowance_compensation_completeness.ts","Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. Checked: tools/spec-lint/gates/kb_bootstrap_allowance_compensation_completeness.ts."
"buyer_activation_metric_canonical_consumer","67146","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"usage_dashboard_plan_gating_canonical_6_tier_consumer","67149","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"m16_same_domain_enforcement_dual_point_canonical","67152","","","spec_binding_pending_pack_m02_3","m02_3","tools/spec-lint/gates/m16_same_domain_enforcement_dual_point_canonical.ts","Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. Checked: tools/spec-lint/gates/m16_same_domain_enforcement_dual_point_canonical.ts."
"solo_tier_buyer_hero_moment_slo_single_source","67159","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"dsar_erased_seller_excluded_from_recovery_cadence","67161","","","spec_binding_pending_pack_m02_3","m02_3","tools/spec-lint/gates/dsar_erased_seller_excluded_from_recovery_cadence.ts","Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. Checked: tools/spec-lint/gates/dsar_erased_seller_excluded_from_recovery_cadence.ts."
"dsar_erased_buyer_excluded_from_recovery_cadence","67162","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"network_effects_dashboard_outage_render_contract","67165","","","spec_binding_pending_pack_m02_3","m02_3","tools/spec-lint/gates/network_effects_dashboard_outage_render_contract.ts","Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. Checked: tools/spec-lint/gates/network_effects_dashboard_outage_render_contract.ts."
"network_effects_residency_partition_canonical_consumer","67166","","","spec_binding_pending_pack_m21_3","m21_3",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
